run,time,cat,S,SO3,H2,photon,electron,hole,cat_H2O,HS,OH,cat_HS,cat_sulfite,cat_H,cat_OH,cat_HS0,cat_S0,cat_HS2,HS2,S2O3,cat_S2O3
2,0.0,400,120,240,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1.0,186,53,146,0,800,3,4,41,2,65,59,94,7,7,4,2,0,0,0,0
2,2.0,104,24,139,2,800,2,0,59,5,88,78,100,8,14,5,3,2,0,0,1
2,3.0,74,9,138,6,800,4,0,61,4,101,88,100,5,14,4,9,2,0,0,2
2,4.0,60,4,138,9,800,6,1,65,2,106,88,100,5,15,3,11,5,0,0,2
3,0.0,400,120,240,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,1.0,195,47,145,1,800,5,1,28,3,68,61,95,3,9,8,1,0,0,0,0
3,2.0,104,24,140,1,800,6,2,49,2,89,79,100,9,12,8,5,1,0,0,0
3,3.0,71,14,138,4,800,11,0,64,3,94,79,100,7,15,8,6,4,0,1,1
3,4.0,48,7,137,6,800,5,0,60,0,99,86,100,13,25,5,3,8,0,1,2
run,time,cat,S,SO3,H2,photon,electron,hole,cat_H2O,HS,OH,cat_HS,cat_sulfite,cat_H,cat_OH,cat_HS0,cat_S0,cat_HS2,HS2,S2O3,cat_S2O3
1,0.0,400,240,240,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1.0,139,102,153,0,800,10,1,26,6,131,117,87,6,10,12,3,0,0,0,0
1,2.0,58,41,140,2,800,16,0,33,21,190,150,100,8,8,13,11,2,0,0,0
1,3.0,24,19,138,3,800,16,0,39,21,210,171,100,9,10,8,9,5,0,0,2
1,4.0,10,8,136,5,800,14,0,38,22,219,182,100,8,14,8,10,3,0,2,2
2,0.0,400,240,240,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1.0,149,95,157,1,800,9,0,31,11,144,123,83,0,3,11,0,0,0,0,0
2,2.0,62,48,140,3,800,6,0,36,14,184,163,100,3,10,5,4,3,0,0,0
2,3.0,34,26,139,4,800,11,0,39,14,203,179,100,3,8,4,10,3,0,1,0
2,4.0,18,10,138,5,800,14,0,41,18,219,188,100,2,7,4,10,4,0,1,1
3,0.0,400,240,240,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,1.0,147,103,162,0,800,9,3,35,8,134,118,78,5,6,9,2,0,0,0,0
3,2.0,35,42,140,1,800,10,0,44,22,188,155,100,9,14,14,7,0,0,0,0
3,3.0,17,23,138,3,800,12,0,45,21,202,172,100,8,13,5,11,3,0,2,0
3,4.0,6,9,136,3,800,15,0,48,27,216,179,100,8,12,5,10,3,0,3,1
run,time,cat,S,SO3,H2,photon,electron,hole,cat_H2O,HS,OH,cat_HS,cat_sulfite,cat_H,cat_OH,cat_HS0,cat_S0,cat_HS2,HS2,S2O3,cat_S2O3
1,0.0,400,720,240,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1.0,20,317,173,0,800,6,0,24,120,397,277,67,0,6,6,0,0,0,0,0
1,2.0,0,125,171,0,800,6,0,24,293,588,296,69,0,5,4,2,0,0,0,0
1,3.0,0,45,171,0,800,6,0,24,372,668,297,69,0,4,3,3,0,0,0,0
1,4.0,0,21,171,0,800,6,0,24,396,692,297,69,0,4,3,3,0,0,0,0
2,0.0,400,720,240,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1.0,16,315,183,0,800,10,0,17,114,400,271,57,10,10,14,4,1,0,0,0
2,2.0,0,135,182,1,800,11,0,17,272,580,292,58,8,7,10,5,3,0,0,0
2,3.0,0,56,181,2,800,11,0,17,346,659,298,58,6,5,7,6,3,0,1,0
2,4.0,0,24,181,2,800,11,0,17,378,691,298,58,6,5,7,6,3,0,1,0
3,0.0,400,720,240,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,1.0,16,331,168,0,800,8,0,26,107,385,273,72,1,4,7,0,1,0,0,0
3,2.0,0,146,166,0,800,9,0,26,278,569,286,74,1,4,7,1,1,0,0,0
3,3.0,0,55,165,0,800,9,0,26,368,660,288,74,1,3,6,2,0,0,1,0
3,4.0,0,23,165,0,800,9,0,26,400,692,288,74,1,3,6,2,0,0,1,0
