run,time,cat,S,SO3,H2,photon,electron,hole,cat_H2O,HS,OH,cat_HS,cat_sulfite,cat_H,cat_OH,cat_HS0,cat_S0,cat_HS2,HS2,S2O3,cat_S2O3
run,time,cat,S,SO3,H2,photon,electron,hole,cat_H2O,HS,OH,cat_HS,cat_sulfite,cat_H,cat_OH,cat_HS0,cat_S0,cat_HS2,HS2,S2O3,cat_S2O3
1,0.0,400,60,240,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1.0,203,38,151,0,800,4,2,43,2,21,12,89,6,6,7,1,0,0,0,0
1,2.0,115,19,140,2,800,4,4,57,2,40,22,100,13,13,11,4,1,0,0,0
1,3.0,72,7,140,4,800,2,6,66,6,51,27,100,16,15,7,9,2,0,0,0
1,4.0,54,6,140,6,800,1,4,72,3,50,27,100,15,16,4,10,4,1,0,0
2,0.0,400,60,240,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1.0,182,24,145,0,800,4,10,31,2,34,28,95,12,12,4,2,0,0,0,0
2,2.0,113,9,139,4,800,3,6,45,3,48,33,100,11,14,7,7,0,0,1,0
2,3.0,69,3,139,5,800,6,2,60,2,52,32,100,10,12,9,11,1,0,0,1
2,4.0,42,1,139,7,800,4,2,68,1,53,29,100,14,14,6,16,3,0,0,1
3,0.0,400,60,240,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,1.0,200,31,146,1,800,2,8,33,0,28,24,94,9,11,4,1,0,0,0,0
3,2.0,119,11,140,4,800,5,6,52,4,45,29,100,9,15,9,5,1,0,0,0
3,3.0,84,3,139,7,800,1,5,54,2,50,38,100,8,17,3,9,1,1,0,1
3,4.0,58,1,138,8,800,1,4,57,1,50,36,100,11,18,3,15,1,0,0,2
run,time,cat,S,SO3,H2,photon,electron,hole,cat_H2O,HS,OH,cat_HS,cat_sulfite,cat_H,cat_OH,cat_HS0,cat_S0,cat_HS2,HS2,S2O3,cat_S2O3
1,0.0,400,120,240,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1.0,178,45,167,1,800,7,5,31,2,73,62,73,7,9,9,2,0,0,0,0
1,2.0,84,16,140,4,800,7,0,38,8,98,73,100,8,12,10,7,2,1,0,0
1,3.0,54,7,139,6,800,8,1,38,2,106,84,100,9,15,9,7,5,0,0,1
1,4.0,39,3,137,8,800,9,0,42,2,109,83,100,10,16,8,9,6,0,1,2
2,0.0,400,120,240,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1.0,165,53,144,2,800,4,3,35,5,66,48,96,9,8,7,5,1,0,0,0
2,2.0,86,22,138,6,800,6,1,40,7,93,64,100,12,14,6,7,4,2,0,2
2,3.0,49,12,133,8,800,7,0,49,5,101,76,100,11,16,6,8,3,0,2,5
2,4.0,34,7,128,10,800,5,0,50,6,105,83,100,11,18,1,7,2,0,4,8
3,0.0,400,120,240,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,1.0,167,54,148,1,800,7,3,33,4,62,50,92,6,11,10,0,1,0,0,0
3,2.0,79,16,139,2,800,6,2,47,9,98,76,100,12,16,12,4,1,0,1,0
3,3.0,57,4,137,7,800,13,2,52,12,108,74,100,8,17,15,8,1,1,1,2
3,4.0,38,2,135,8,800,13,1,58,6,106,80,100,9,16,9,14,2,0,1,4
run,time,cat,S,SO3,H2,photon,electron,hole,cat_H2O,HS,OH,cat_HS,cat_sulfite,cat_H,cat_OH,cat_HS0,cat_S0,cat_HS2,HS2,S2O3,cat_S2O3
1,0.0,400,240,240,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1.0,119,110,143,0,800,10,1,32,13,126,97,97,11,8,13,7,0,0,0,0
1,2.0,36,47,140,2,800,12,0,39,17,184,149,100,11,10,9,10,4,0,0,0
1,3.0,12,23,138,2,800,15,0,40,25,205,162,100,13,13,8,8,6,0,0,2
1,4.0,8,7,133,5,800,15,0,37,30,220,175,100,10,13,5,10,3,0,4,3
2,0.0,400,240,240,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1.0,132,99,155,0,800,18,1,24,15,132,101,85,8,9,15,6,2,0,0,0
2,2.0,35,41,138,2,800,21,0,24,18,185,145,100,13,12,11,11,6,0,1,1
2,3.0,21,23,132,5,800,26,0,26,21,202,159,100,9,10,8,11,5,0,5,3
2,4.0,9,11,129,6,800,23,0,24,24,214,170,100,11,12,5,11,3,1,6,5
3,0.0,400,240,240,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,1.0,136,106,149,2,800,15,1,22,5,131,104,91,7,7,15,4,3,0,0,0
3,2.0,59,49,137,4,800,18,0,26,20,183,135,100,13,12,14,9,4,1,2,1
3,3.0,22,21,132,7,800,19,0,31,16,210,166,100,12,10,6,11,6,0,3,5
3,4.0,13,9,128,11,800,18,0,31,15,221,182,100,6,11,2,10,5,0,6,6
run,time,cat,S,SO3,H2,photon,electron,hole,cat_H2O,HS,OH,cat_HS,cat_sulfite,cat_H,cat_OH,cat_HS0,cat_S0,cat_HS2,HS2,S2O3,cat_S2O3
1,0.0,400,720,240,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1.0,22,325,178,0,800,20,0,22,108,393,261,61,7,2,19,6,0,0,1,0
1,2.0,1,128,177,1,800,22,0,23,280,590,284,61,6,2,17,3,3,0,2,0
1,3.0,0,58,176,2,800,22,0,23,347,660,288,61,4,2,17,3,2,0,3,0
1,4.0,0,25,175,2,800,22,0,23,376,693,293,61,4,1,13,1,4,0,4,0
2,0.0,400,720,240,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1.0,17,307,183,0,800,23,0,18,108,409,278,55,6,3,18,3,2,0,2,0
2,2.0,1,130,181,0,800,22,0,17,270,586,294,56,7,3,16,3,2,0,3,0
2,3.0,0,53,180,1,800,22,0,17,341,663,301,56,5,2,13,2,3,0,4,0
2,4.0,0,28,179,1,800,22,0,17,366,688,302,56,5,2,13,2,2,0,5,0
3,0.0,400,720,240,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,1.0,17,301,179,0,800,23,0,22,127,412,266,61,3,6,19,1,3,0,0,0
3,2.0,0,133,177,0,800,25,0,23,278,580,282,62,3,3,17,3,3,0,1,0
3,3.0,0,67,174,0,800,25,0,23,343,646,286,62,3,3,16,2,1,0,4,0
3,4.0,0,28,174,0,800,25,0,23,380,685,288,62,3,1,14,4,1,0,4,0
